Article,neuf_price,occasion_price,description
Motorola Moto G5 Plus 32 Go Double SIM Gris lunaire,N/A,N/A,N/A
Huawei P30 Pro 256 Go (RAM 8 Go) Double SIM Noir,N/A,N/A,N/A
Google Pixel 8 Pro 128 Go Obsidien,N/A,N/A,N/A
Huawei P30 lite 128 Go Noir minuit,N/A,N/A,N/A
Apple iPhone 15 Pro Max 256 Go Titane naturel,"1 159,99 €",1 000 €,"Ecran 6.7"" Réseau 5G iOS 17 A17 Pro Double SIM Couleur Titane Naturel"
Apple iPhone 15 128 Go Noir,699 €,"695,99 €","Ecran 6.1"" Réseau 5G iOS 17 A16 Bionic Double SIM Couleur Noir"
Apple iPhone 15 Pro Max 256 Go Titane bleu,1 159 €,1 049 €,"Ecran 6.7"" Réseau 5G iOS 17 A17 Pro Double SIM Couleur Bleu titane"
Apple iPhone 15 128 Go Bleu,699 €,"698,90 €","Ecran 6.1"" Réseau 5G iOS 17 A16 Bionic Double SIM Couleur Bleu"
Xiaomi Mi 11i 5G 8/256 Go Double Sim - Noir cosmique,N/A,N/A,N/A
Samsung Galaxy Z Fold3 5G 256 Go Noir fantôme,N/A,N/A,N/A
Ulefone Armor 23 Ultra 5G Incassable 2024 24Go+512Go Satellitaire GPS SMS,N/A,N/A,N/A
Apple iPhone 15 128 Go Rose,699 €,700 €,"Ecran 6.1"" Réseau 5G iOS 17 A16 Bionic Double SIM Couleur Rose"
Samsung Galaxy S24 Ultra 256 Go Noir titane,"899,99 €",699 €,"Ecran 6.8"" Réseau 5G Mémoire 256 Go / RAM 12 Go Android Snapdragon 8 Gen 3 for Galaxy Double SIM Couleur Noir titane"
Samsung Galaxy S23 128 Go Noir fantôme,"408,56 €","393,56 €","Ecran 6.1"" Réseau 5G Mémoire 128 Go / RAM 8 Go Android Snapdragon 8 Gen 2 Double SIM Couleur Noir fantôme"
Apple iPhone 13 Noir minuit 128 Go,"537,75 €",397 €,"Ecran 6.1"" Réseau 5G iOS 15 A15 Bionic Double SIM Couleur Noir minuit"
