Article,neuf_price,occasion_price,description
Realme GT Neo 2 12/256 Go Vert Neo,294 €,N/A,"Ecran 6.62"" Réseau 5G Mémoire 256 Go / RAM 12 Go Android 11 Snapdragon 870 5G Double SIM Couleur Vert néo"
Realme C21Y 64 Go Bleu croix,"120,89 €",N/A,"Ecran 6.5"" Réseau 4G Mémoire 64 Go / RAM 4 Go Android 11 Double SIM Couleur Bleu croix"
Realme 8i 64 Go Violet espace,"326,99 €",N/A,"Ecran 6.6"" Réseau 4G Mémoire 64 Go / RAM 4 Go Android 11 Helio G96 Double SIM Couleur Violet espace"
Realme GT Neo 2 8/128 Go Bleu Neo,"371,90 €",N/A,"Ecran 6.62"" Réseau 5G Mémoire 128 Go / RAM 8 Go Android 11 Snapdragon 870 5G Double SIM Couleur Bleu néo"
Realme C11 (2021) 32 Go Bleu,120 €,N/A,"Ecran 6.5"" Réseau 4G Mémoire 32 Go / RAM 2 Go Android 11 Double SIM Couleur Bleu laqué"
Realme 8i 128 Go Violet espace,"207,35 €",N/A,"Ecran 6.6"" Réseau 4G Mémoire 128 Go / RAM 4 Go Android 11 Helio G96 Double SIM Couleur Violet espace"
Realme GT Master Edition 8/256 Go Blanc,"268,99 €",N/A,"Ecran 6.43"" Réseau 5G Mémoire 256 Go / RAM 8 Go Android 11 Snapdragon 778G 5G Double SIM Couleur Blanc lune"
Realme C21Y 32 Go Bleu croix,99 €,N/A,"Ecran 6.5"" Réseau 4G Mémoire 32 Go / RAM 3 Go Android 11 Double SIM Couleur Bleu croix"
Realme GT Master Edition 8/256 Go Gris,"364,73 €",N/A,"Ecran 6.43"" Réseau 5G Mémoire 256 Go / RAM 8 Go Android 11 Snapdragon 778G 5G Double SIM Couleur Gris voyageur"
Realme GT Master Edition 6/128 Go Noir,174 €,N/A,"Ecran 6.43"" Réseau 5G Mémoire 128 Go / RAM 6 Go Android 11 Snapdragon 778G 5G Double SIM Couleur Noir cosmos"
"SMARTPHONE REALME 8 PRO 6,4' 8GB 128GB PUNK BLACK",249 €,N/A,
Realme 8 5G 6/128 Go Bleu,"198,99 €",N/A,"Ecran 6.5"" Réseau 5G Mémoire 128 Go / RAM 6 Go Android 11 Dimensity 700 5G Double SIM Couleur Bleu supersonique"
Realme Narzo 30 5G Dual SIM 128GB 4GB RAM Racing Blue,189 €,N/A,Réseau 5G Double SIM
Realme Narzo 30 128 Go Bleu,90 €,N/A,"Ecran 6.5"" Réseau 5G Mémoire 128 Go / RAM 4 Go Android 11 Dimensity 700 5G Double SIM Couleur Bleu course"
Realme GT 5G 8/128 Go Argent Elégant,290 €,N/A,Réseau 5G Mémoire 128 Go / RAM 8 Go Double SIM
Realme 8 Pro 128 Go Noir punk,"133,90 €",N/A,"Ecran 6.4"" Réseau 4G Mémoire 128 Go / RAM 8 Go Android 11 Snapdragon 720G Double SIM Couleur Noir punk"
Realme 8 4G 6/128 Go Noir punk,"148,99 €",N/A,"Ecran 6.4"" Réseau 4G Mémoire 128 Go / RAM 6 Go Android 11 Helio G95 Double SIM Couleur Noir punk"
Realme 8 4G 6/128 Go Noir cyber,"198,99 €",N/A,"Ecran 6.4"" Réseau 4G Mémoire 128 Go / RAM 6 Go Android 11 Helio G95 Double SIM Couleur Noir cybernétique"
Realme X50 Pro 12/256 Go Vert mousse,224 €,N/A,"Ecran 6.44"" Réseau 5G Android 10 Snapdragon 865 Double SIM Couleur Vert mousse"
Realme 7 5G 128 Go Bleu balte,"422,63 €",N/A,"Ecran 6.5"" Réseau 5G Mémoire 128 Go / RAM 8 Go Android 10 Dimensity 800U Double SIM Couleur Bleu balte"
Realme C21 32 Go Noir,157 €,N/A,"Ecran 6.5"" Réseau 4G Mémoire 32 Go / RAM 3 Go Android 10 Helio G35 Double SIM Couleur Noir"
Realme C21 64 Go Bleu croix,"147,99 €",N/A,"Ecran 6.5"" Réseau 4G Mémoire 64 Go / RAM 4 Go Android 10 Helio G35 Double SIM Couleur Bleu croix"
Realme 8 Pro 8/128 Go Bleu,"207,99 €",N/A,"Ecran 6.4"" Réseau 4G Mémoire 128 Go / RAM 8 Go Android 11 Snapdragon 720G Double SIM Couleur Bleu astral"
Realme 7i 64 Go Bleu victorieux,99 €,N/A,"Ecran 6.5"" Réseau 4G Mémoire 64 Go / RAM 4 Go Android 10 Helio G85 Double SIM Couleur Bleu victorieux"
Realme 7 5G 6GB/128GB Azul (Beltic Blue) Dual SIM,"292,16 €",N/A,Réseau 5G Double SIM
Realme X50 5G Dual SIM 128GB 6GB RAM Argent Glace,"267,28 €",N/A,Réseau 5G Double SIM
Realme 7 64 Go Double SIM 6 Go RAM Bleu,95 €,N/A,"Ecran 6.5"" Réseau 4G Mémoire 64 Go / RAM 6 Go Android 10 Helio G95 Double SIM Couleur Brume bleue"
