Article,neuf_price,occasion_price,description
"Unihertz 8849 Tank 2 Téléphone Portable Incassable Smartphone Robuste Projecteur robuste Etanche 22/256 Go 15500mAh 108MP 6.81"" écran Double SIM - Noir","409,99 €",N/A,Mémoire 12 Go / RAM 256 Mo Double SIM
Unihertz Atom 64 Go Dual SIM Noir,170 €,N/A,Mémoire 64 Go / RAM 4 Go Double SIM
Unihertz Titan 128 Go Noir,260 €,N/A,Mémoire 128 Go / RAM 6 Go
