Article,neuf_price,occasion_price,description
Sony XPERIA X 32 Go Noir graphite,99 €,N/A,"Ecran 5"" Réseau 4G Mémoire 32 Go / RAM 3 Go Android 6.0 (Marshmallow) MSM8956 Single-SIM (SIM unique) Couleur Noir graphite"
Sony XPERIA XA 16 Go Noir graphite,39 €,N/A,"Ecran 5"" Réseau 4G Mémoire 16 Go / RAM 2 Go Android 6.0 (Marshmallow) MT6755 Double SIM Couleur Noir graphite"
Sony XPERIA PLAY Noir,"86,99 €",N/A,"Ecran 4"" Réseau 3G Google Android 2.3 MSM8255 Single-SIM (SIM unique) Couleur Noir"
Sony XPERIA Z5 32 Go Noir graphite,"92,88 €",N/A,"Ecran 5.2"" Réseau 4G Mémoire 32 Go / RAM 3 Go Android 5.1 (Lollipop) Snapdragon 810 Single-SIM (SIM unique) Couleur Noir graphite"
Sony Ericsson C905 Cyber-shot,69 €,N/A,Réseau 3G Single-SIM (SIM unique)
SONY ERICSSON W595 BLanc,54 €,N/A,Single-SIM (SIM unique)
Sony Xperia Z3 Compact 16 Go Rouge,"79,98 €",N/A,"Ecran 4.6"" Android Single-SIM (SIM unique)"
Sony Ericsson W595 Walkman,57 €,N/A,Réseau 3G Single-SIM (SIM unique)
Sony Ericsson W595 Flower,52 €,N/A,Single-SIM (SIM unique)
Sonim XP5s XP5800 Double SIM 4G GSM Robuste 16 Go Noir,390 €,N/A,Réseau 4G Double SIM
Sony CMD CD5 Noir,N/A,N/A,Single-SIM (SIM unique)
Sony Xperia 10 VI 5G Dual-SIM 128 Go Bleu,399 €,N/A,"Ecran 5"" Réseau 5G Mémoire 128 Go / RAM 8 Go Android Double SIM"
Sony Xperia 10 VI 5G Dual-SIM 128 Go Blanc,399 €,N/A,"Ecran 5"" Réseau 5G Mémoire 128 Go / RAM 8 Go Android Double SIM"
Sony Xperia 1 VI 5G Nano SIM 256 Go Argent Platine,1 319 €,N/A,"Ecran 5"" Réseau 5G Mémoire 256 Go / RAM 12 Go Android"
Sony Xperia VL (SOL21) Android 4G 8 Go Noir,15 €,N/A,"Ecran 5"" Réseau 4G Android"
Sonys Xperia 10iii 10 III octa - Core 6.0 pouces 6gb RAM 128gb rom LTE 5G 12mp 3 caméra,279 €,N/A,"Ecran 5"" Réseau 5G Android"
Sonys Xperia 10iii 10 III octa - Core 6.0 pouces 6gb RAM 128gb rom LTE 5G 12mp 3 caméra,279 €,N/A,"Ecran 5"" Réseau 5G Android"
