Article,neuf_price,occasion_price,description
Apple iPhone 15 128 Go Vert,699 €,"689,90 €","Ecran 6.1"" Réseau 5G iOS 17 A16 Bionic Double SIM Couleur Vert"
Apple iPhone 13 Pro Graphite 128 Go,"1 138,50 €",494 €,"Ecran 6.1"" Réseau 5G iOS 15 A15 Bionic Double SIM Couleur Graphite"
Apple iPhone 11 64 Go Noir,379 €,190 €,"Ecran 6.1"" Réseau 4G iOS 14 A13 Bionic Double SIM Couleur Noir"
Apple iPhone 15 Pro 128 Go Titane blanc,"929,99 €",959 €,"Ecran 6.1"" Réseau 5G iOS 17 A17 Pro Double SIM Couleur Titane Blanc"
Apple iPhone 14 Plus Lumiere Stellaire 128 Go,"688,50 €",550 €,"Ecran 6.7"" Réseau 5G iOS 16 A15 Bionic Double SIM Couleur Lumiere stellaire"
Apple iPhone 13 Blanc Lumière stellaire 256 Go,669 €,450 €,"Ecran 6.1"" Réseau 5G iOS 15 A15 Bionic Double SIM Couleur Lumiere stellaire"
Apple iPhone 15 256 Go Bleu,869 €,"789,50 €","Ecran 6.1"" Réseau 5G iOS 17 A16 Bionic Double SIM Couleur Bleu"
Apple iPhone 12 Blanc 128 Go,"541,80 €",288 €,"Ecran 6.1"" Réseau 5G iOS 14 A14 Bionic Double SIM Couleur Blanc"
Apple iPhone 15 Pro 256 Go Titane blanc,"1 029,99 €",1 019 €,"Ecran 6.1"" Réseau 5G iOS 17 A17 Pro Double SIM Couleur Titane Blanc"
Apple iPhone 15 256 Go Noir,889 €,"795,99 €","Ecran 6.1"" Réseau 5G iOS 17 A16 Bionic Double SIM Couleur Noir"
Apple iPhone 12 Pro Bleu Pacifique 256 Go,"1 032,99 €","406,78 €","Ecran 6.1"" Réseau 5G iOS 14 A14 Bionic Double SIM Couleur Bleu pacifique"
Apple iPhone 14 Pro Max Violet Intense 256 Go,"1 289,88 €","908,99 €","Ecran 6.7"" Réseau 5G iOS 16 A16 Bionic Double SIM Couleur Violet profond"
Apple iPhone 12 Pro Max Bleu 128 Go,"467,99 €",N/A,"Ecran 6.7"" Réseau 5G iOS 14 A14 Bionic Double SIM Couleur Bleu pacifique"
Apple iPhone 12 mini Bleu 128 Go,"487,95 €","239,94 €","Ecran 5.4"" Réseau 5G iOS 14 A14 Bionic Double SIM Couleur Bleu"
Apple iPhone 13 Pro Max Graphite 256 Go,"1 511,37 €","678,99 €","Ecran 6.7"" Réseau 5G iOS 15 A15 Bionic Double SIM Couleur Graphite"
Apple iPhone 12 Pro Bleu pacifique 128 Go,"382,19 €",N/A,"Ecran 6.1"" Réseau 5G iOS 14 A14 Bionic Double SIM Couleur Bleu pacifique"
Apple iPhone 12 Vert 128 Go,"585,90 €","305,74 €","Ecran 6.1"" Réseau 5G iOS 14 A14 Bionic Double SIM Couleur Vert"
Apple iPhone 14 (PRODUCT)RED 256 Go,"813,60 €","596,99 €","Ecran 6.1"" Réseau 5G iOS 16 A15 Bionic Double SIM Couleur Rouge"
Apple iPhone 12 Noir 256 Go,"622,02 €","336,89 €","Ecran 6.1"" Réseau 5G iOS 14 A14 Bionic Double SIM Couleur Noir"
Apple iPhone 14 Pro Max Or 256 Go,"1 111,50 €","928,99 €","Ecran 6.7"" Réseau 5G iOS 16 A16 Bionic Double SIM Couleur Or"
Apple iPhone 13 Mini Vert 128 Go,"965,65 €",365 €,"Ecran 5.4"" Réseau 5G iOS 15 A15 Bionic Double SIM Couleur Vert"
Apple iPhone 12 mini 128 Go Violet,"487,95 €",222 €,"Ecran 5.4"" Réseau 5G iOS 14 A14 Bionic Double SIM Couleur Violet"
Apple iPhone 13 Mini Blanc Lumière stellaire 128 Go,"965,65 €",364 €,"Ecran 5.4"" Réseau 5G iOS 15 A15 Bionic Double SIM Couleur Lumiere stellaire"
Apple iPhone 12 Pro Or 128 Go,"1 343,77 €","376,98 €","Ecran 6.1"" Réseau 5G iOS 14 A14 Bionic Double SIM Couleur Or"
Apple iPhone 15 256 Go Rose,869 €,799 €,"Ecran 6.1"" Réseau 5G iOS 17 A16 Bionic Double SIM Couleur Rose"
Apple iPhone 12 Mini Noir 64 Go,"467,95 €","220,88 €","Ecran 5.4"" Réseau 5G iOS 14 A14 Bionic Double SIM Couleur Noir"
Apple iPhone 13 Vert 128 Go,"574,90 €",410 €,"Ecran 6.1"" Réseau 5G iOS 15 A15 Bionic Double SIM Couleur Vert"
Apple iPhone 12 Mini Blanc 128 Go,"487,95 €","234,94 €","Ecran 5.4"" Réseau 5G iOS 14 A14 Bionic Double SIM Couleur Blanc"
Apple iPhone 14 Lumiere Stellaire 256 Go,810 €,"606,99 €","Ecran 6.1"" Réseau 5G iOS 16 A15 Bionic Double SIM Couleur Lumiere stellaire"
Apple iPhone SE 2022 128 Go Noir Minuit,"469,59 €",325 €,"Ecran 4.7"" Réseau 5G Mémoire 128 Go / RAM 3 Go iOS 15 A15 Bionic Double SIM Couleur Noir minuit"
Apple iPhone 12 Bleu 64 Go,526 €,268 €,"Ecran 6.1"" Réseau 5G iOS 14 A14 Bionic Double SIM Couleur Bleu"
Apple iPhone 13 Pro Max Graphite 512 Go,"739,99 €",N/A,"Ecran 6.7"" Réseau 5G iOS 15 A15 Bionic Double SIM Couleur Graphite"
Apple iPhone 15 512 Go Noir,1 105 €,830 €,"Ecran 6.1"" Réseau 5G iOS 17 A16 Bionic Double SIM Couleur Noir"
Apple iPhone 12 Mini Noir 128 Go,"364,99 €","234,94 €","Ecran 5.4"" Réseau 5G iOS 14 A14 Bionic Double SIM Couleur Noir"
Apple iPhone 15 256 Go Vert,889 €,"797,99 €","Ecran 6.1"" Réseau 5G iOS 17 A16 Bionic Double SIM Couleur Vert"
Apple iPhone 13 Pro Max Bleu alpin 128 Go,"610,74 €",N/A,"Ecran 6.7"" Réseau 5G iOS 15 A15 Bionic Double SIM Couleur Bleu sierra"
Apple iPhone 14 Plus Noir Minuit 256 Go,"801,90 €","659,90 €","Ecran 6.7"" Réseau 5G iOS 16 A15 Bionic Double SIM Couleur Noir minuit"
Apple iPhone 11 Pro 256 Go Gris sidéral,"314,99 €",N/A,"Ecran 5.8"" Réseau 4G iOS 13 A13 Bionic Double SIM Couleur Gris sidéral"
Apple iPhone 14 Pro Noir Sideral 512 Go,"1 146,68 €","859,99 €","Ecran 6.1"" Réseau 5G iOS 16 A16 Bionic Double SIM Couleur Noir spatial"
Apple iPhone 14 Plus Mauve 256 Go,818 €,"659,99 €","Ecran 6.7"" Réseau 5G iOS 16 A15 Bionic Double SIM Couleur Violet"
Apple iPhone 12 Pro Graphite 256 Go,"1 018,99 €","410,29 €","Ecran 6.1"" Réseau 5G iOS 14 A14 Bionic Double SIM Couleur Graphite"
Apple iPhone 15 512 Go Rose,1 102 €,818 €,"Ecran 6.1"" Réseau 5G iOS 17 A16 Bionic Double SIM Couleur Rose"
Apple iPhone 13 Pro Argent 128 Go,"539,99 €",N/A,"Ecran 6.1"" Réseau 5G iOS 15 A15 Bionic Double SIM Couleur Argent"
Apple iPhone 13 Pro Max Bleu alpin 256 Go,"654,99 €",N/A,"Ecran 6.7"" Réseau 5G iOS 15 A15 Bionic Double SIM Couleur Bleu sierra"
Apple iPhone 11 128 Go Vert,"828,87 €","231,74 €","Ecran 6.1"" Réseau 4G iOS 13 A13 Bionic Double SIM Couleur Vert"
Apple iPhone 14 Pro Violet Intense 256 Go,"1 049,98 €",793 €,"Ecran 6.1"" Réseau 5G iOS 16 A16 Bionic Double SIM Couleur Violet profond"
Apple iPhone 13 Pro Max Graphite 128 Go,"629,99 €",N/A,"Ecran 6.7"" Réseau 5G iOS 15 A15 Bionic Double SIM Couleur Graphite"
Apple iPhone 11 128 Go Violet,"269,99 €",N/A,"Ecran 6.1"" Réseau 4G iOS 13 A13 Bionic Double SIM Couleur Violet"
Apple iPhone 13 Pro Or 256 Go,"899,10 €","594,99 €","Ecran 6.1"" Réseau 5G iOS 15 A15 Bionic Double SIM Couleur Or"
Apple iPhone 13 Pro Bleu alpin 256 Go,"586,99 €",N/A,"Ecran 6.1"" Réseau 5G iOS 15 A15 Bionic Double SIM Couleur Bleu sierra"
Apple iPhone 14 Pro Or 128 Go,"999,98 €",729 €,"Ecran 6.1"" Réseau 5G iOS 16 A16 Bionic Double SIM Couleur Or"
Apple iPhone 12 mini Vert 128 Go,"487,95 €","239,91 €","Ecran 5.4"" Réseau 5G iOS 14 A14 Bionic Double SIM Couleur Vert"
Apple iPhone 13 Pro Or 128 Go,"539,99 €",N/A,"Ecran 6.1"" Réseau 5G iOS 15 A15 Bionic Double SIM Couleur Or"
Apple iPhone 12 Pro Argent 256 Go,402 €,N/A,"Ecran 6.1"" Réseau 5G iOS 14 A14 Bionic Double SIM Couleur Argent"
Apple iPhone 13 Mini Rose 128 Go,"726,30 €",365 €,"Ecran 5.4"" Réseau 5G iOS 15 A15 Bionic Double SIM Couleur Rose"
Apple iPhone XR 64 Go Blanc,"269,99 €",150 €,"Ecran 6.1"" Réseau 4G iOS 14 A12 Bionic Double SIM Couleur Blanc"
Apple iPhone 15 Pro 512 Go Titane bleu,1 259 €,"1 324,48 €","Ecran 6.1"" Réseau 5G iOS 17 A17 Pro Double SIM Couleur Bleu titane"
Apple iPhone 12 Pro Argent 128 Go,"379,57 €",N/A,"Ecran 6.1"" Réseau 5G iOS 14 A14 Bionic Double SIM Couleur Argent"
Apple iPhone 13 Pro Max Or 128 Go,"629,99 €",N/A,"Ecran 6.7"" Réseau 5G iOS 15 A15 Bionic Double SIM Couleur Or"
Apple iPhone 13 Noir Minuit 512 Go,"835,20 €",521 €,"Ecran 6.1"" Réseau 5G iOS 15 A15 Bionic Double SIM Couleur Noir minuit"
Apple iPhone 12 256 Go Violet,"439,99 €","344,78 €","Ecran 6.1"" Réseau 5G iOS 14 A14 Bionic Double SIM Couleur Violet"
Apple iPhone X 64 Go Argenté,"239,99 €","124,49 €","Ecran 5.8"" Réseau 4G iOS 11 A11 Bionic Single-SIM (SIM unique) Couleur Argent"
Apple iPhone 13 Mini Bleu 256 Go,419 €,N/A,"Ecran 5.4"" Réseau 5G iOS 15 A15 Bionic Double SIM Couleur Bleu"
Apple iPhone 14 Pro Max Violet Intense 128 Go,"1 229,98 €","774,99 €","Ecran 6.7"" Réseau 5G iOS 16 A16 Bionic Double SIM Couleur Violet profond"
Apple iPhone 12 mini Noir 256 Go,"894,84 €",288 €,"Ecran 5.4"" Réseau 5G iOS 14 A14 Bionic Double SIM Couleur Noir"
Apple iPhone XR 128 Go Blanc,"165,74 €",N/A,"Ecran 6.1"" Réseau 4G iOS 14 A12 Bionic Double SIM Couleur Blanc"
Apple iPhone 15 Pro Max 512 Go Titane naturel,"1 382,40 €",1 299 €,"Ecran 6.7"" Réseau 5G iOS 17 A17 Pro Double SIM Couleur Titane Naturel"
Apple iPhone 13 Rouge 128 Go,583 €,400 €,"Ecran 6.1"" Réseau 5G iOS 15 A15 Bionic Double SIM Couleur Rouge"
Apple iPhone 13 Mini Rouge 128 Go,850 €,355 €,"Ecran 5.4"" Réseau 5G iOS 15 A15 Bionic Double SIM Couleur Rouge"
Apple iPhone 14 Pro Max Noir Sideral 256 Go,1 199 €,"899,99 €","Ecran 6.7"" Réseau 5G iOS 16 A16 Bionic Double SIM Couleur Noir spatial"
Apple iPhone 14 Pro Noir Sideral 128 Go,"999,98 €",729 €,"Ecran 6.1"" Réseau 5G iOS 16 A16 Bionic Double SIM Couleur Noir spatial"
Apple iPhone 12 Vert 64 Go,484 €,250 €,"Ecran 6.1"" Réseau 5G iOS 14 A14 Bionic Double SIM Couleur Vert"
Apple iPhone 12 Mini Bleu 64 Go,"467,95 €","221,98 €","Ecran 5.4"" Réseau 5G iOS 14 A14 Bionic Double SIM Couleur Bleu"
Apple iPhone 15 512 Go Jaune,1 105 €,899 €,"Ecran 6.1"" Réseau 5G iOS 17 A16 Bionic Double SIM Couleur Jaune"
Apple iPhone 15 Plus Noir 256 Go 5G,996 €,939 €,"Ecran 6.7"" Réseau 5G iOS 17 A16 Bionic Double SIM Couleur Noir"
Apple iPhone 15 Plus Vert 256 Go 5G,"985,50 €",870 €,"Ecran 6.7"" Réseau 5G iOS 17 A16 Bionic Double SIM Couleur Vert"
Apple iPhone 15 Pro 1 To Titane noir,1 542 €,"1 550,98 €","Ecran 6.1"" Réseau 5G iOS 17 A17 Pro Double SIM Couleur Noir titane"
