Article,neuf_price,occasion_price,description
Altice F2 Noir,15 €,N/A,Single-SIM (SIM unique)
ALTICE F4 Noir,18 €,N/A,Single-SIM (SIM unique)
Sélection by SFR B1 Noir,59 €,N/A,Single-SIM (SIM unique)
Selection by SFR C1 Noir,20 €,N/A,Single-SIM (SIM unique)
SFR Staraddict III 8 Go Noir,68 €,N/A,
Altice F3 SFR Noir,"20,90 €",15 €,Single-SIM (SIM unique)
S By SFR 102 Noir,50 €,N/A,Single-SIM (SIM unique)
